"","Analyte1","Analyte2","interaction_coeff","Pval","FDRadjPval","rsquared"
"IFNGR1__V__QI18460","IFNGR1","QI18460",0.193489175355578,1.69745529376643e-06,0.00989016681383894,0.165221110273798
"EXOC1__V__QI14345","EXOC1","QI14345",0.194140218809563,3.93677399636017e-06,0.0147232171191499,0.181288930506406
"LRRIQ4__V__TF16.2","LRRIQ4","TF16.2",0.194389431745078,5.21915680804177e-05,0.0486437044042652,0.167400483093548
"NCOA2__V__TF16.2","NCOA2","TF16.2",0.194785792718623,2.1616324493812e-05,0.0326068910576463,0.166280486592555
"C8orf83__V__TF13.2","C8orf83","TF13.2",0.194838009612228,1.57063567719678e-05,0.0281509350810561,0.105605776665682
"D21S2056E__V__QI9128","D21S2056E","QI9128",0.19489581214737,1.82237787645949e-05,0.0300584348011278,0.157341599506004
"LOC645956__V__TF16.2","LOC645956","TF16.2",0.195436888650382,7.86594840992138e-06,0.0206609371744465,0.166509220049013
"LOC388948__V__QI5972","LOC388948","QI5972",0.195550017944155,7.55782275993372e-06,0.0202726487199716,0.183933830233281
"DTNB__V__QI5469","DTNB","QI5469",0.195620522745056,8.67500415128772e-06,0.0216206801027437,0.118527028552256
"FRMD4A__V__QI3890","FRMD4A","QI3890",0.19575053300924,2.6650117281454e-05,0.0358821563672627,0.157453701385042
"LOC644599__V__TF16.2","LOC644599","TF16.2",0.196158460937924,4.93347736723686e-05,0.0475223336202164,0.162256158234466
"LOC728388__V__TF16.2","LOC728388","TF16.2",0.19634279141774,2.32678449338173e-05,0.0337377814150936,0.168354075124297
"CHTF8__V__QI14345","CHTF8","QI14345",0.197024458694159,3.47964863879021e-05,0.0405354637847678,0.179791610243038
"LOC100169752__V__QI7029","LOC100169752","QI7029",0.197322060628925,4.10147209525347e-05,0.0436813051282789,0.131429883653789
"TMLHE__V__QI14345","TMLHE","QI14345",0.198145027656343,1.46786599791511e-05,0.0273130728188023,0.184446905671062
"GTF2IRD1__V__QI7576","GTF2IRD1","QI7576",0.198471775822298,3.42194457827494e-05,0.0402048884271884,0.120078065461126
"PIKFYVE__V__TF16.2","PIKFYVE","TF16.2",0.199449912399246,2.02906363373961e-05,0.0317105062929734,0.170117858409878
"GPER__V__QI18460","GPER","QI18460",0.200067599003303,8.11859163675729e-06,0.0209395956773446,0.231966303123295
"PGCP__V__QI18460","PGCP","QI18460",0.200631462885144,8.61140462834738e-06,0.0215538397388475,0.161715742138122
"C20orf135__V__QI4564","C20orf135","QI4564",0.2006538984869,2.65891248264204e-06,0.0122393165548144,0.127085001556742
"LOC100130356__V__TF16.2","LOC100130356","TF16.2",0.202176806245293,9.62712391011721e-06,0.0225407327396208,0.171436373811663
"IL1F9__V__TF16.2","IL1F9","TF16.2",0.203767313641644,3.09285425551471e-07,0.00418885885747024,0.180221173961215
"UTX__V__QI14345","UTX","QI14345",0.204050178891612,8.15313270546796e-07,0.00672916568823769,0.194168267128628
"GGT7__V__QI14345","GGT7","QI14345",0.204209368065474,4.87678631531679e-05,0.047205833786578,0.178020645367345
"LOC728613__V__QI9128","LOC728613","QI9128",0.204449862727402,1.49944767592092e-05,0.0276276055213241,0.159542585479463
"SHPRH__V__QI14345","SHPRH","QI14345",0.205777508340238,5.51084924028954e-05,0.0498312527337069,0.177415472761484
"RALGPS2__V__QI14345","RALGPS2","QI14345",0.206485663673788,5.2826123299086e-05,0.0488957475706362,0.176106013039647
"RHOV__V__QI9128","RHOV","QI9128",0.20665561009017,3.19686718554498e-06,0.0133035140049854,0.163909450638539
"LRRK2__V__QI14345","LRRK2","QI14345",0.207684823647884,9.81940747457681e-06,0.0227269184342648,0.178954671991303
"RARRES1__V__TF16.2","RARRES1","TF16.2",0.209825139987223,1.30522394345789e-05,0.0258748920019262,0.169868065060829
"NLRP7__V__QI5469","NLRP7","QI5469",0.210193683538771,3.14875939993272e-06,0.0131920777095378,0.123792280048516
"SLC15A4__V__QI18460","SLC15A4","QI18460",0.213357678005232,6.71832151110902e-07,0.00609972578050066,0.17497664249427
"IL13RA1__V__QI18460","IL13RA1","QI18460",0.213468799945366,3.69232009289048e-07,0.00454332180379518,0.181693384446109
"CATSPER1__V__TF28.2","CATSPER1","TF28.2",0.214782489787718,1.80009254206032e-06,0.0101757922090872,0.101667482673185
"TCP11L1__V__QI5704","TCP11L1","QI5704",0.214960234218699,8.00500317378416e-06,0.0207945260487495,0.133764566608319
"XCR1__V__QI9128","XCR1","QI9128",0.216322595918367,3.93843817104518e-06,0.0147232171191499,0.165245179780051
"DACT1__V__QI14345","DACT1","QI14345",0.216415685339825,3.90533071682731e-05,0.0426829332999636,0.17820288627278
"TLR2__V__QI18460","TLR2","QI18460",0.217892619243216,2.63203794303724e-06,0.0122112862260875,0.200718830075101
"LOC653526__V__TF02","LOC653526","TF02",0.218184967167519,1.28417285829049e-05,0.025709943023441,0.111142013499169
"MAN2A2__V__QI18460","MAN2A2","QI18460",0.218405755366604,1.12885329885694e-05,0.0242572330237436,0.160722592321633
"KBTBD11__V__QI18460","KBTBD11","QI18460",0.218514838916277,2.53383012230361e-05,0.0350723897269409,0.150271751320506
"IGFBP5__V__QI5469","IGFBP5","QI5469",0.219274294631945,1.35258439390658e-05,0.0263057094151494,0.116326868529528
"SNRNP25__V__QI7470.1","SNRNP25","QI7470.1",0.221339940959542,2.45813124074762e-05,0.034548597224323,0.101591311990117
"SCARNA8__V__QI14345","SCARNA8","QI14345",0.223007729267091,1.4929746762911e-05,0.0275489627330442,0.18281376022402
"TTC9__V__QI14345","TTC9","QI14345",0.223163757717832,4.23208972402548e-05,0.0443019683272356,0.180540196210308
"SNORA36C__V__QI2371","SNORA36C","QI2371",0.226921435096106,3.83664957202377e-05,0.042330983094412,0.102666092908108
"C21orf69__V__QI9128","C21orf69","QI9128",0.227230172066539,4.08214849243219e-06,0.0149015589737737,0.16310313154723
"DPY19L2P2__V__QI14345","DPY19L2P2","QI14345",0.227689029629109,2.7128976633456e-05,0.0362393189808766,0.180061057238582
"ATP6V1A__V__QI18460","ATP6V1A","QI18460",0.227806444967989,1.18093871596291e-06,0.0082709569632041,0.160590732120615
"DIRC2__V__QI18460","DIRC2","QI18460",0.228631194612735,1.27062652948747e-05,0.0255789775690166,0.155433323240976
"SYN1__V__QI7837","SYN1","QI7837",0.229468165422415,6.40357677793745e-06,0.0186948734481002,0.10115405844237
"LOC154822__V__TF26","LOC154822","TF26",0.236440969724437,2.44038654853667e-05,0.0344559812865137,0.102329498474015
"SNORD124__V__QI5914","SNORD124","QI5914",0.238288606867641,1.79037811722054e-06,0.0101558188606373,0.104415924046904
"LOC100128761__V__QI14345","LOC100128761","QI14345",0.238386629251562,4.42427920327691e-05,0.0451705599102019,0.181725377176078
"PHF12__V__QI14345","PHF12","QI14345",0.239223661257225,4.89194129132033e-05,0.0472651771482722,0.180145445934202
"DHRS7__V__QI18460","DHRS7","QI18460",0.239372251807097,2.3862297521008e-06,0.0116245476738284,0.150982153583905
"SCARNA7__V__QI6946","SCARNA7","QI6946",0.24026196698016,2.33549906808188e-05,0.0338106288815512,0.157703763232476
"SH3RF1__V__QI14345","SH3RF1","QI14345",0.241084703414827,3.52568251314921e-05,0.0408225101097755,0.180339587738948
"HIST3H3__V__QI14345","HIST3H3","QI14345",0.24156481124837,9.12256307077328e-07,0.00717323330972626,0.187871574699464
"DSCR5__V__QI9128","DSCR5","QI9128",0.24159574266018,9.35163781976438e-08,0.00241227960626029,0.178634350832453
"OR10AD1__V__QI14345","OR10AD1","QI14345",0.243496400909082,3.1873117034676e-05,0.038869805078874,0.17900093122067
"LOC644193__V__TF16.2","LOC644193","TF16.2",0.24427888665977,1.31725476883095e-06,0.00878966783588561,0.176872547808439
"MERTK__V__QI14345","MERTK","QI14345",0.246328506623773,1.59938498565039e-05,0.0284121557335716,0.180967032392173
"ATP10D__V__QI14345","ATP10D","QI14345",0.246910022279273,1.91562066339707e-05,0.0308049031325813,0.18020381782424
"C16orf38__V__TF16.2","C16orf38","TF16.2",0.248075816496876,3.14543610454041e-07,0.00422420777530684,0.183088847664411
"LOC100133172__V__QI14345","LOC100133172","QI14345",0.249852417048994,2.79914822029267e-05,0.0367997659403633,0.182040333551845
"TMTC2__V__QI14345","TMTC2","QI14345",0.249960885878162,4.94014999422361e-05,0.0475593092053187,0.180616830049733
"USHBP1__V__QI14345","USHBP1","QI14345",0.250863269050369,4.45093499930581e-05,0.0453311548566263,0.176896295115441
"LOC728045__V__QI7837","LOC728045","QI7837",0.252700549520052,8.38614878384323e-07,0.00682586500512862,0.112485196997954
"CASP2__V__QI14345","CASP2","QI14345",0.252784861206068,8.90331532299293e-06,0.0217931213803748,0.183742968054656
"RPGRIP1L__V__QI3890","RPGRIP1L","QI3890",0.253369823547099,2.57221724420567e-07,0.00381015385168925,0.181299613740818
"LOC154872__V__QI14345","LOC154872","QI14345",0.253419582696719,5.12623904603924e-05,0.0483235499877444,0.178540234464024
"IFNGR1__V__AM67","IFNGR1","AM67",0.25359742668205,3.90683252972402e-05,0.0426916006023922,0.110058868674902
"S1PR3__V__QI18460","S1PR3","QI18460",0.256062623307029,7.1003764495662e-07,0.00622064652054814,0.19521078674261
"NR0B1__V__QI7470.1","NR0B1","QI7470.1",0.256181105414094,1.89528897324563e-05,0.0306585018716778,0.102596450611679
"SIRPA__V__AM67","SIRPA","AM67",0.256237625509937,3.53845982064476e-05,0.040915396354288,0.112808694154664
"MAPK15__V__QI14345","MAPK15","QI14345",0.256413252928649,1.10673999068204e-05,0.0240263459053382,0.183001815959898
"FKBP5__V__AM67","FKBP5","AM67",0.256620487290365,3.62349058424612e-06,0.0142132325573812,0.148532348462601
"HOXD12__V__QI9632","HOXD12","QI9632",0.257380043603054,5.32134802584235e-07,0.00542785969537096,0.103899759440648
"LOC400464__V__QI14345","LOC400464","QI14345",0.257410254722226,3.42766671423177e-05,0.0402605861716119,0.17900472352874
"C20orf135__V__QI7837","C20orf135","QI7837",0.25995799918706,2.34853017989305e-07,0.00367419555541578,0.119294751780902
"COLEC12__V__TF14.2","COLEC12","TF14.2",0.260036350249668,1.17357477093322e-05,0.0246768261118926,0.200187604032608
"OR1F1__V__QI14345","OR1F1","QI14345",0.260441640911209,4.67385717703229e-05,0.0463521604536215,0.181671470138613
"MRPL39__V__QI14345","MRPL39","QI14345",0.26121441033149,4.24523396050402e-05,0.0443574771784267,0.18096435321133
"C6orf199__V__QI14345","C6orf199","QI14345",0.262212695633071,5.42062455658084e-05,0.0494578108272169,0.180692427555892
"CNTLN__V__QI14345","CNTLN","QI14345",0.264344543300334,6.03238480392382e-06,0.0182011949206907,0.186569994806354
"LOC728467__V__QI14345","LOC728467","QI14345",0.265281724002176,2.03828178490732e-05,0.0317819718441086,0.183857040406964
"KIF1C__V__TF14.2","KIF1C","TF14.2",0.265511827627161,1.60795626946574e-05,0.0284812014542226,0.196553623749267
"C3orf59__V__QI18460","C3orf59","QI18460",0.270471561732836,3.99815450439223e-05,0.043116518261155,0.148264788829621
"COPS3__V__QI18460","COPS3","QI18460",0.270477623070295,4.2902543116413e-05,0.0446051525932821,0.12712152028172
"LOC100134814__V__QI14345","LOC100134814","QI14345",0.270847289466091,3.16375765215422e-05,0.0387377544889452,0.185736597083639
"LOC100128675__V__QI14345","LOC100128675","QI14345",0.271064358277445,3.62678140905433e-05,0.0413884198983092,0.184148781975964
"MUC1__V__AM51","MUC1","AM51",0.271892095247271,1.90734216929703e-05,0.0307543619597292,0.107586019647585
"SPACA4__V__QI14345","SPACA4","QI14345",0.272140224571969,1.8550339413743e-05,0.0303350956792921,0.186615780129534
"PEX26__V__QI14345","PEX26","QI14345",0.272322492474387,1.40851182562892e-06,0.00905415152300659,0.190718646726853
"RPPH1__V__QI7078","RPPH1","QI7078",0.273123079207993,9.04764531984715e-06,0.0219563751025912,0.122231239132906
"C6orf165__V__QI14345","C6orf165","QI14345",0.273169233395297,3.59764183225778e-05,0.0412102665665912,0.184898692182601
"ECSCR__V__AM21","ECSCR","AM21",0.276020748441854,3.95406005775653e-05,0.0429336999088684,0.106126190691376
"LOC653736__V__QI14345","LOC653736","QI14345",0.277282997107089,4.53463442174143e-05,0.0457020414015879,0.184790413217796
"SERPINB5__V__QI14345","SERPINB5","QI14345",0.278640833140716,3.90102302653964e-05,0.0426706955185969,0.179912028727795
"LOC653526__V__QI9632","LOC653526","QI9632",0.281191913565368,5.03512829908515e-07,0.00524921471057124,0.105316157177279
"C6orf146__V__QI14345","C6orf146","QI14345",0.283561146516393,1.11822504047074e-05,0.0241273167127691,0.18775706476575
"LDLRAD1__V__QI14345","LDLRAD1","QI14345",0.283867208840319,3.95070185765919e-05,0.0429336999088684,0.184241150160757
"IGFBP3__V__AM40","IGFBP3","AM40",0.284639938183246,2.97032673780156e-05,0.0377782363224803,0.147634557970536
"RBMY2EP__V__QI14345","RBMY2EP","QI14345",0.285360545011714,2.78434373020357e-05,0.0366989510878107,0.188107485918776
"IL1RAPL2__V__QI6372","IL1RAPL2","QI6372",0.288524957537333,5.44961642878281e-05,0.0495944654772926,0.12798267899067
"C1orf49__V__QI14345","C1orf49","QI14345",0.289374621705606,1.52406601403204e-05,0.0278165242783422,0.185302297753728
"ZSWIM5__V__TF29","ZSWIM5","TF29",0.290459622884573,5.1236844117226e-05,0.0483070285772577,0.126989176639614
"IGFBP3__V__QI18460","IGFBP3","QI18460",0.29105124520768,1.8385219884304e-05,0.0301984581662996,0.151010872747535
"NCF1B__V__QI8184","NCF1B","QI8184",0.293944856122953,1.65893248971318e-05,0.0288579703059798,0.111322929653547
"SNORD58B__V__QI14345","SNORD58B","QI14345",0.294081366808243,1.36720982249439e-05,0.0264619858598627,0.187069744775288
"C21orf63__V__QI18460","C21orf63","QI18460",0.294286432909728,1.59908899355438e-06,0.00962533396660104,0.166886365591139
"RAB3B__V__QI14345","RAB3B","QI14345",0.296871528541196,3.57050261031913e-05,0.0410690917587292,0.188231750185263
"RGS11__V__QI14345","RGS11","QI14345",0.29705118564099,2.20496360446786e-05,0.0329428836727005,0.185520730881939
"KDM3B__V__QI18460","KDM3B","QI18460",0.297464066664992,1.05228820267126e-05,0.023492578921454,0.139345281318048
"ABCA13__V__QI18460","ABCA13","QI18460",0.29832898476437,5.53992160881324e-05,0.0499241009715908,0.143676879630187
"RTP3__V__QI14345","RTP3","QI14345",0.300129504137684,2.34018446023586e-05,0.0338424609838797,0.187254203169047
"SNORD113.7__V__QI14345","SNORD113.7","QI14345",0.305336514222917,5.39662913119345e-06,0.0171711274185048,0.193760227852011
"BEX5__V__QI18460","BEX5","QI18460",0.309420796101665,2.09625268287906e-05,0.0322080407960917,0.143504084433808
"C21orf128__V__AM45","C21orf128","AM45",0.309472637197155,3.74045067906457e-05,0.0418996840011858,0.100783825359475
"GRIN2D__V__QI14345","GRIN2D","QI14345",0.310601781002881,6.87053203455447e-06,0.0193965537039308,0.190946148175484
"MTL5__V__QI14345","MTL5","QI14345",0.31481070739448,4.10691584057855e-07,0.00480531369015752,0.197749567166869
"SNORD74__V__QI14345","SNORD74","QI14345",0.314836636545508,4.05883104762224e-06,0.0148886277789598,0.19250672025177
"LOC728027__V__QI14345","LOC728027","QI14345",0.326744154641825,1.28561988364316e-06,0.00863005671537139,0.19841052860693
"S100A16__V__QI14345","S100A16","QI14345",0.329098873073009,2.02614819761762e-06,0.0107186652206474,0.194813086608726
"LOC148137__V__QI7078","LOC148137","QI7078",0.329759900242224,4.49868971239589e-05,0.0455683117061321,0.101098399843437
"MED1__V__AM45","MED1","AM45",0.330487294281359,1.00255497725467e-05,0.0229331031090874,0.106507167824361
"LOC643662__V__QI9768","LOC643662","QI9768",0.333240875276382,6.02007752853661e-07,0.00574189942191869,0.121860849843448
"CHRNA2__V__AM45","CHRNA2","AM45",0.337375294442973,2.62830368546042e-05,0.0356581130735821,0.103033922244294
"INE1__V__QI14345","INE1","QI14345",0.339485951988679,1.42779492394019e-07,0.0028500102011957,0.203365305193723
"LOC643662__V__QI7470.1","LOC643662","QI7470.1",0.340965292138737,2.10509919348136e-07,0.00346051610644269,0.128894496766874
"DHRS7__V__AM67","DHRS7","AM67",0.348738708279187,5.71281981466362e-06,0.0176549112523156,0.113568494048587
"MGC18216__V__AM67","MGC18216","AM67",0.352882791792727,1.40431984274913e-05,0.0267688625000579,0.12743047235646
"EPHA8__V__AM45","EPHA8","AM45",0.356411912552537,1.34417432902537e-05,0.026228798390143,0.102044610442413
"RPPH1__V__AM45","RPPH1","AM45",0.356564764479216,1.13985069500821e-05,0.024358849980732,0.105983034118315
"LOC100132266__V__AM45","LOC100132266","AM45",0.356713318657762,2.18252385203547e-05,0.0327824552878726,0.100138963655678
"LOC727836__V__TF10.1","LOC727836","TF10.1",0.375089917568029,8.36018571766858e-06,0.0212457146109638,0.101892432345017
"CCDC113__V__TF38","CCDC113","TF38",0.378045093313055,3.54263934116607e-05,0.0409322923918577,0.131036160053746
"MID2__V__TF31","MID2","TF31",0.388452996452905,3.5726088465856e-06,0.014092021066864,0.195930822276916
"COLEC12__V__QI18460","COLEC12","QI18460",0.391568046011907,2.04339998491846e-06,0.0107585616510148,0.161614377781898
"LOC644335__V__TF38","LOC644335","TF38",0.400599690885856,4.61360616521238e-05,0.046097008353553,0.129415180339461
"PRAMEF20__V__TF38","PRAMEF20","TF38",0.419538137143709,1.56238513471181e-05,0.0280953836963289,0.134890431613649
"SETD7__V__TF10.1","SETD7","TF10.1",0.428009744122474,1.1528900049784e-05,0.0244740148153738,0.100614676884483
"GLOD5__V__AM45","GLOD5","AM45",0.445149349849211,2.46302695820533e-06,0.0118068358109834,0.11128387439179
"POMP__V__AM87","POMP","AM87",0.446988365675351,6.37177022652736e-06,0.0186574663090901,0.129522336021075
"NEUROG3__V__AM45","NEUROG3","AM45",0.462865017166878,3.44377014642209e-06,0.0138606720235941,0.104097922736252
"RBM41__V__AM45","RBM41","AM45",0.474868477816242,5.47918750345871e-07,0.00547300319995149,0.1173971038703
"MID2__V__AM40","MID2","AM40",0.509227356693999,1.26698137849043e-07,0.00277500895892192,0.161968420683833
"MID2__V__QI18460","MID2","QI18460",0.534604702981209,2.07692835886524e-08,0.00129372152927766,0.180951241441532
"HIST1H4C__V__AM39","HIST1H4C","AM39",0.638011204648476,1.60861233632983e-06,0.00964619591171064,0.103396284829652
"DDR1__V__AM39","DDR1","AM39",0.730913734982264,2.49945056291249e-05,0.0348447532318739,0.101036777373011
"ATXN10__V__AM39","ATXN10","AM39",0.782393589383899,3.01062363202705e-06,0.0129448291888608,0.116440730473953
"LYZ__V__AM10","LYZ","AM10",0.844516865860056,2.08304599262427e-07,0.00344213720836723,0.14144467015386
"SMU1__V__AM39","SMU1","AM39",0.992733189826583,1.32531444688776e-06,0.00881013484895398,0.106561689194796
"PTGS2__V__AM10","PTGS2","AM10",1.18727458821499,2.72397171609481e-05,0.0362950864675792,0.1141623543805
"GPR162__V__AM10","GPR162","AM10",1.22005993162466,1.97216156365555e-05,0.0313092032083309,0.112945577130615
"ZBTB32__V__AM39","ZBTB32","AM39",1.30234976016381,2.05707733150287e-06,0.010792458678479,0.100715676117175
"MS4A7__V__AM10","MS4A7","AM10",1.3204589742412,8.89839796517601e-06,0.0217931213803748,0.125899049238702
"FAM76B__V__AM10","FAM76B","AM10",1.34803355104671,5.10677232004924e-05,0.0482419705104872,0.1113072074661
"LOC389286__V__AM10","LOC389286","AM10",1.39645699816333,4.28910314898991e-05,0.0446051525932821,0.115226498365315
"PCMTD2__V__AM10","PCMTD2","AM10",1.52353117707147,2.18603904497537e-06,0.011137147811054,0.145112634285867
"TMEM209__V__AM10","TMEM209","AM10",1.52608022568348,1.10796181360995e-05,0.0240325081491545,0.126007505918659
"IFIT5__V__AM10","IFIT5","AM10",1.54567661919627,1.67923243163061e-05,0.0289684740277901,0.116630999002381
"PRNP__V__AM10","PRNP","AM10",1.60522250419005,1.48290071253676e-06,0.0093602648754732,0.150814017676422
"RP2__V__AM10","RP2","AM10",1.628536187684,5.52770637274631e-06,0.0174153738851475,0.125048097248449
"MST4__V__AM10","MST4","AM10",1.67239256105463,3.78332430045157e-07,0.00460357499525941,0.145596412769163
"AFMID__V__AM10","AFMID","AM10",1.85491536455588,7.80439043319968e-06,0.0205992536182349,0.119004293095148
